Proyecto de Ley;Fecha Documento;Fecha de Presentación;N. Trámite;N. Documento;Estado;Comisión asignada;Fecha Calificación CAL;Proponentes
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE LA FUNCIÓN LEGISLATIVA";"2024-09-30";"2024-09-30";"456385";"NF-AN-2024-101";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Justicia y Estructura del Estado";"2024-10-16";"FARINANGO DELGADO NATHALY ESTEFANIA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA QUE IMPULSA LA INICIATIVA PRIVADA EN LA TRANSICIÓN A ENERGÍAS RENOVABLES";"2024-09-28";"2024-09-28";"T.369-SGJ-24-0363";"T.369-SGJ-24-0363";"REGISTRO OFICIAL";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2024-10-04";"NOBOA AZIN DANIEL ROY-GILCHRIST(PRESIDENCIA DE LA REPÚBLICA)"
"PROYECTO DE LEY QUE REGULA LOS PROCEDIMIENTOS EUTANÁSICOS";"2024-09-25";"2024-09-26";"456205";"DPE-DPE-2024-0916-O";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión del Derecho a la Salud y el Deporte";"2024-10-16";"CORDOVA VALVERDE DR. CESAR MARCEL(DEFENSORIA DEL PUEBLO)"
"PROYECTO DE LEY ORGÁNICA QUE REGULA EL DERECHO A LA REPRODUCCIÓN HUMANA ASISTIDA";"2024-09-25";"2024-09-26";"456201";"DPE-DPE-2024-0918-O";"INFORME PARA SEGUNDO DEBATE";"Comisión del Derecho a la Salud y el Deporte";"2024-10-16";"CORDOVA VALVERDE DR. CESAR MARCEL(DEFENSORIA DEL PUEBLO)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A VARIAS LEYES RESPECTO DE LA IMPRESCRIPTIBILIDAD DE DELITOS CONTRA LA VIDA Y LA INTEGRIDAD SEXUAL";"2024-09-25";"2024-09-25";"AN-KKHF-2024-0027-M";"AN-KKHF-2024-0027-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2024-10-04";"KRONFLE KOZHAYA HENRY FABIÁN(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE DISCAPACIDADES";"2024-09-25";"2024-09-25";"CT-AN-2024-94";"CT-AN-2024-94";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2024-10-10";"TIUPUL URQUIZO CARMEN YOLANDA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE TRÁNSITO, TRANSPORTE TERRESTRE Y SEGURIDAD VIAL";"2024-09-24";"2024-09-24";"456152";"AN-ASLOB-2023-2025-34-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2024-10-04";"ORDOÑEZ BRAVO STEVEN LEONARDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A VARIAS LEYES PARA GARANTIZAR UN ADECUADO SERVICIO DE MEDICINA PREPAGADA Y ASISTENCIA MÉDICA";"2024-09-24";"2024-09-24";"456154";"AN-SHMJ-2024-0247-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión del Derecho a la Salud y el Deporte";"2024-10-04";"SALAZAR HIDALGO MÓNICA DE JESÚS(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA DE VARIAS LEYES PARA ERRADICAR LA CORRUPCIÓN POLÍTICA Y GARANTIZAR LA ÉTICA PÚBLICA";"2024-09-24";"2024-09-24";"456113";"AN-069-MYY-2024";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2024-10-04";"YUMBAY YALLICO MARIANA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO DE ORGANIZACIÓN TERRITORIAL, AUTONOMÍA Y DESCENTRALIZACIÓN - CANTONIZACIÓN SAN ISIDRO";"2024-09-23";"2024-09-24";"456117";"110-AN-JEIA-2024";"RETIRADO";"No Asignado";null;"INTRIAGO ALCÍVAR JAMINTON ENRIQUE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL";"2024-09-24";"2024-09-24";"456107";"AN-ABIM-2024-0193-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2024-10-04";"ALARCÓN BUENO INÉS MARGARITA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE JUBILACIÓN ESPECIAL DE TRABAJADORES Y EX TRABAJADORES DE LA INDUSTRIA DEL CEMENTO";"2024-09-23";"2024-09-23";"456065";"T.358-SGJ-24-0360";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión del Derecho al Trabajo y a la Seguridad Social";"2024-10-10";"NOBOA AZIN DANIEL ROY-GILCHRIST(PRESIDENCIA DE LA REPÚBLICA)"
"PROYECTO DE LEY ORGÁNICA DEL CUERPO DE SEGURIDAD Y VIGILANCIA PENITENCIARIA";"2024-09-23";"2024-09-23";"456067";"AN-ABIM-2024-0191-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Soberanía, Integración y Seguridad Integral";"2024-10-10";"ALARCÓN BUENO INÉS MARGARITA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL ""ANTI-CORRUPCIÓN""";"2024-09-18";"2024-09-18";"455834";"AN-BCPF-2024-0100-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Justicia y Estructura del Estado";"2024-10-04";"BUESTAN CARABAJO PAÚL FERNANDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LYE ORGÁNICA DE DESARROLLO FRONTERIZO";"2024-09-18";"2024-09-18";"455868";"AN-CHAHA-2024-0049-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No Asignado";null;"CHÁVEZ ANGAMARCA HUMBERTO AMADO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE EQUIPARACIÓN DE DERECHOS PARA LOS DESPEDIDOS CON LA COMPRA DE RENUNCIA OBLIGATORIA MEDIANTE DECRETO EJECUTIVO 813";"2024-09-18";"2024-09-18";"455839";"455839";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2024-10-04";"ERBS ESTUPIÑÁN MARÍA MERCEDES(ASAMBLEÍSTA)/ BUESTAN CARABAJO PAÚL FERNANDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO DE LA FUNCIÓN JUDICIAL";"2024-09-18";"2024-09-18";"455842";"455842";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2024-10-04";"ERBS ESTUPIÑÁN MARÍA MERCEDES(ASAMBLEÍSTA)/ BUESTAN CARABAJO PAÚL FERNANDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE TRANSPORTE TERRESTRE, TRÁSITO Y SEGURIDAD VIAL PARA REGULAR EL BLOQUEO DEL VEHÍCULO POR FALTA DE TRANSFERENCIA DE DOMINIO";"2024-09-18";"2024-09-18";"455847";"455847";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2024-10-04";"GALARZA AÑAZCO ANA MERCEDES(ASAMBLEÍSTA)"
"PROYECTO DE LEY DE FOMENTO A LA PRODUCCIÓN, COMERCIALIZACIÓN, CONTROL DE LA CADENA PRODUCTIVA E INCENTIVOS PARA EL CONSUMO DEL PLÁTANO";"2024-09-17";"2024-09-17";"455753";"105-AN-JEIA-2024";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero";"2024-09-30";"INTRIAGO ALCÍVAR JAMINTON ENRIQUE(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA PARA GARANTIZAR LA CONTINUIDAD DE LAS ACTIVIDADES ECONÓMICAS DE LOS LOCALES COMERCIALES";"2024-09-17";"2024-09-17";"455765";"AN-PVP-2024-0292-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Régimen Económico y Tributario y su Regulación y Control";"2024-09-30";"VELOZ RAMÍREZ REBECA VIVIANA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL PARA TIPIFICAR EL CIBER ACOSO";"2024-09-17";"2024-09-17";"455769";"AN-GMGS-2024-0011-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Justicia y Estructura del Estado";"2024-10-04";"GARZÓN MONTEROS GISSELA SIOMARA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE APROVECHAMIENTO DIGITAL E INTELIGENCIA PARA NIÑAS, NIÑOS Y ADOLESCENTES";"2024-09-17";"2024-09-17";"455744";"455744";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2024-10-10";"CORREA DELGADO PIERINA SARA MERCEDES(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL";"2024-09-17";"2024-09-17";"AN-KKHF-2024-0025-M";"AN-KKHF-2024-0025-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2024-09-30";"KRONFLE KOZHAYA HENRY FABIÁN(ASAMBLEÍSTA)"
"PROYECTO DE LEY DE DESARROLLO DEL PUERTO DE ESMERALDAS";"2024-09-17";"2024-09-17";"455790";"AN-DSCG-2024-090-M";"INFORME NO VINCULANTE UTL";"No Asignado";null;"CELLERI GÓMEZ SAMUEL ELIAS(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA PARA LA PLANIFICACIÓN Y DESARROLLO INTEGRAL DE LA CIRCUNSCRIPCIÓN TERRITORIAL ESPECIAL AMAZÓNICA";"2024-09-17";"2024-09-17";"AN-AMLM-2024-0186-M";"AN-AMLM-2024-0186-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Bodiversidad y Recursos Naturales";"2024-10-04";"ABAD MOROCHO MERCEDES LUZMILA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNCIA DE LA FUNCIÓN LEGISLATIVA";"2024-09-16";"2024-09-16";"AN-KKHF-2024-0023-M";"AN-KKHF-2024-0023-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Justicia y Estructura del Estado";"2024-09-19";"KRONFLE KOZHAYA HENRY FABIÁN(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA LA ATENCIÓN Y PROTECCIÓN DE DERECHOS EN EL ÁMBITO SOCIAL, DE SALUD Y EDUCACIÓN DE LAS PERSONAS CON TRASTORNO DEL ESPECTRO AUTISTA - LEY TEA";"2024-09-16";"2024-09-16";"AN-MSLN-2024-0087-M";"AN-MSLN-2024-0087-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad";"2024-09-30";"MORILLO SOLORZANO LOURDES NATALY(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA LA INTEGRACIÓN DEL DEPORTE Y LA SALUD MENTAL EN LA LEGISLACIÓN ECUATORIANA";"2024-09-10";"2024-09-10";"455465";"455465";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión del Derecho a la Salud y el Deporte";"2024-10-04";"POSSO NARANJO LUCIA ANABELLE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL PARA SANCIONAR LA VIOLENCIA CONTRA LA INTEGRIDAD E INDEMNIDAD SEXUAL DE LAS NIÑAS, NIÑOS Y ADOLESCENTES Y LA VIOLENCIA SEXUAL INSTITUCIONAL";"2024-09-09";"2024-09-10";"455454";"AN-PVP-2024-0238-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2024-09-19";"VELOZ RAMÍREZ REBECA VIVIANA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA DE LA LEY ORGÁNICA DE EDUCACIÓN SUPERIOR PARA UN MEJOR ACCESO A LA EDUCACIÓN SUPERIOR EN LA PROVINCIA DE GALÁPAGOS Y LAS ZONAS DE DIFÍCIL ACCESO";"2024-09-10";"2024-09-10";"455464";"AN-AFMJ-2024-0123-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales";"2024-09-30";"AGUAS FLORES MILTON JAVIER(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA DEL CÓDIGO ORGÁNICO INTEGRAL PENAL PARA GARANTIZAR EL DERECHO A LA DEFENSA";"2024-09-10";"2024-09-10";"455437";"020-JCRP-EC-E-2024-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2024-09-30";"ROSERO PAZ JUAN CARLOS(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA A LA LEY ORGÁNICA DE EDUCACIÓN INTERCULTURAL PARA EL BENEFICIO DE LOS DOCENTES RESIDENTES DE LA PROVINCIA DE GALÁPAGOS";"2024-09-05";"2024-09-05";"455270";"AN-JLRV-2024-014-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales";"2024-09-19";"ROGEL VILLACÍS JOSE LENÍN(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL EN MATERIA DE REHABILITACIÓN SOCIAL PARA LA REINSERCIÓN SOCIAL, LABORAL Y MEJORA DE LA INFRAESTRUCTURA CARCELARIA";"2024-09-05";"2024-09-05";"455276";"455276";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Justicia y Estructura del Estado";"2024-09-30";"ACAITURRI VILLA VARAS JORGE ENRIQUE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL";"2024-09-05";"2024-09-05";"455274";"455274";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2024-09-19";"MATOVELLE VERA DIEGO FERNANDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE SALUD, PARA INCLUIR EL RECONOCIMIENTO DEL LIBRE EJERCICIO DE LA NUTRICIÓN DE PROFESIONALES CON TÍTULO DE CUARTO NIVEL EN LA MATERIA DE ABOLIR LA DESNUTRICIÓN";"2024-09-05";"2024-09-05";"455275";"AN-MVDF-2024-0079-M";"INFORME PARA PRIMER DEBATE";"Comisión del Derecho a la Salud y el Deporte";"2024-09-19";"MATOVELLE VERA DIEGO FERNANDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA AL CÓDIGO DEL TRABAJO Y A LA LEY ORGÁNICA DEL SERVICIO PÚBLICO QUE REGULA LA OBLIGATORIEDAD EN LA CONTRATACIÓN A JÓVENES";"2024-09-03";"2024-09-03";"455162";"AN-TBJE-2024-011-ME";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión del Derecho al Trabajo y a la Seguridad Social";"2024-09-19";"TERÁN BARRAGÁN JOHNNY ENRIQUE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA PARA FOMENTAR LA PRODUCCIÓN, COMERCIALIZACIÓN, INDUSTRIALIZACIÓN Y FIJACIÓN DEL PRECIO DEL ETANOL PARA BIOCOMBUSTIBLES A PARTIR DE LA CAÑA DE AZÚCAR";"2024-09-03";"2024-09-03";"455153";"BLA-AN-2024-043";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2024-09-30";"LUNA ARÉVALO BLASCO REMIGIO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO INTEGRAL PENAL";"2024-09-03";"2024-09-03";"455155";"BLA-AN-2024-044";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2024-09-30";"LUNA ARÉVALO BLASCO REMIGIO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE AGROTECNOLOGÍA";"2024-09-03";"2024-09-03";"455163";"AN-TBJE-2024-012-ME";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Soberanía Alimentaria y Desarrollo del Sector Agropecuario y Pesquero";"2024-09-19";"TERÁN BARRAGÁN JOHNNY ENRIQUE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE CIBERSEGURIDAD";"2024-09-03";"2024-09-03";"455164";"AN-TBJE-2024-013-ME";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Soberanía, Integración y Seguridad Integral";"2024-09-19";"TERÁN BARRAGÁN JOHNNY ENRIQUE(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA AL CÓDIGO ORGÁNICO DE LA FUNCIÓN JUDICIAL";"2024-08-18";"2024-08-18";"AN-VGHG-2024-0115-M";"AN-VGHG-2024-0115-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2024-09-04";"VALLADAREZ GONZÁLEZ HÉCTOR GUILLERMO(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA A LA LEY DEL DEPORTE, EDUCACIÓN FISICA Y RECREACIÓN";"2024-08-14";"2024-08-16";"454552";"AN-CAV-2024-0111-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión del Derecho a la Salud y el Deporte";"2024-09-04";"CENTENO ARTEAGA VALENTINA(ASAMBLEÍSTA)"
"PROYECTO DE LEY DE TELEMEDICINA";"2024-08-16";"2024-08-16";"454543";"454543";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2024-09-04";"ACHI SIBRI AUDY MARCELO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A VARIOS CUERPOS LEGALES PARA GARANTIZAR EL ALIVIO FINANCIERO A LOS DEUDORES DE LA BANCA PÚBLICA";"2024-08-15";"2024-08-15";"AN-SHMJ-2024-0233-M";"AN-SHMJ-2024-0233-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Régimen Económico y Tributario y su Regulación y Control";"2024-12-19";"CABEZAS CASTILLO JANETH PAOLA(ASAMBLEÍSTA)/ GARZÓN MONTEROS GISSELA SIOMARA(ASAMBLEÍSTA)/ ULCUANGO FARINANGO RICARDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA PARA EL DESARROLLO DE LA ACUICULTURA Y PESCA PARA IMPLEMENTAR EL RÉGIMEN LABORAL DE LOS PESCADORES Y FOMENTAR EL TRABAJO LOCAL";"2024-08-15";"2024-08-15";"454474";"AN-ADGM-2024-0147-O";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2024-09-04";"GARCÍA MEJÍA ADRIANA DENISSE(ASAMBLEÍSTA)"
"PROYECTO DE LEY PARA EL REGISTRO DE DEFUNCIÓN DE CONCEBIDOS NO NACIDOS";"2024-08-14";"2024-08-14";"454379";"AN-VMCE-0043-2024-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Protección Integral a Niñas, Niños y Adolescentes";"2024-11-07";"VERA MORA CARLOS EDILBERTO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE TRANSPORTE TERRESTRE, TRÁNSITO Y SEGURIDAD VIAL";"2024-08-14";"2024-08-14";"454396";"AN-CHZPA-2024-0116-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Desarrollo Económico, Productivo y la Microempresa";"2024-09-04";"CHÁVEZ ZAVALA PATRICIO ALBERTO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE LAS JUVENTUDES";"2024-08-14";"2024-08-14";"454407";"AN-DSCG-AN-2024-079-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2024-09-04";"CELLERI GÓMEZ SAMUEL ELIAS(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA A LA LEY DE DEFENSA PROFESIONAL DE ARTISTAS";"2024-08-14";"2024-08-14";"454349";"AN-CHAHA-2024-0048-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales";"2024-09-04";"CHÁVEZ ANGAMARCA HUMBERTO AMADO(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA A LA LEY ORGÁNICA DE GESTIÓN DE LA IDENTIDAD Y DATOS CIVILES";"2024-08-14";"2024-08-14";"454393";"0079-JEPL-EC-E-2024-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad";"2024-09-04";"POLANCO LARA JOHN EDISON(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A VARIAS LEYES PARA FORTALECER EL DERECHO DE PARTICIPACIÓN DE LAS ECUATORIANAS Y ECUATORIANOS EN EL EXTERIOR";"2024-08-14";"2024-08-14";"AN-PZME-2024-0102-M";"AN-PZME-2024-0102-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2024-09-04";"PALACIOS ZAMBRANO MÓNICA ESTEFANÍA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A LA LEY ORGÁNICA DE LA FUNCIÓN LEGISLATIVA";"2024-08-14";"2024-08-14";"454363";"AN-EEMM-2024-0073-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Justicia y Estructura del Estado";"2024-09-04";"ERBS ESTUPIÑÁN MARÍA MERCEDES(ASAMBLEÍSTA)/ BUESTAN CARABAJO PAÚL FERNANDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY REFORMATORIA A VARIAS LEYES PARA EL IMPULSO, FORTALECIMIENTO Y SOSTENIBILIDAD FINANCIERA DEL SECTOR AGROPECUARIO";"2024-08-14";"2024-08-14";"454367";"0162-AN-MLRS-2024";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2024-09-04";"ROSADO SÁNCHEZ MARJORIE LORENA(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA DE EQUIPARACIÓN DE DERECHOS PARA TODOS LOS DESPEDIDOS CON LA INCONSTITUCIONAL COMPRA DE RENUNCIA OBLIGATORIA";"2024-08-14";"2024-08-14";"454366";"AN-EEMM-2024-0072-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2024-09-04";"ERBS ESTUPIÑÁN MARÍA MERCEDES(ASAMBLEÍSTA)/ BUESTAN CARABAJO PAÚL FERNANDO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA DE LA LEY ORGÁNICA DE DISCAPACIDADES PARA GARANTIZAR UNA VIDA DIGNA";"2024-08-14";"2024-08-14";"454384";"AN-RRCA-2024-0068-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad";"2024-09-04";"RODRÍGUEZ RIOFRÍO CARLOS ALBERTO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A VARIAS LEYES PARA GARANTIZAR EL DERECHO A LA EDUCACIÓN DE LOS DEPORTISTAS DE ALTO RENDIMIENTO";"2024-08-14";"2024-08-14";"454421";"AN-RRCA-2024-0070-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales";"2024-09-04";"RODRÍGUEZ RIOFRÍO CARLOS ALBERTO(ASAMBLEÍSTA)"
"PROYECTO DE LEY ORGÁNICA REFORMATORIA A VARIAS LEYES PARA GARANTIAR EL MEJOR CONTROL DE LOS SALVOCONDUCTOS VEHICULARES";"2024-08-14";"2024-08-14";"454360";"AN-SPFM-2024-0069-M";"AVOCO DEL PROYECTO POR PARTE DE LA COMISIÓN";"Comisión de Justicia y Estructura del Estado";"2024-09-04";"SANMARTÍN PARRA FABIOLA MARIBEL(ASAMBLEÍSTA)"
"PROYECTO DE REFORMA A LA LEY ORGÁNICA DEL SISTEMA NACIONAL DE INFRAESTRUCTURA VIAL Y TRANSPORTE TERRESTRE";"2024-08-14";"2024-08-14";"454369";"AN-GMGS-2024-0008-M";"CALIFICACIÓN DEL CONSEJO DE ADMINISTRACIÓN LEGISLATIVA (CAL)";"No se Asigna Comisión por calificación Negada";"2024-09-04";"GARZÓN MONTEROS GISSELA SIOMARA(ASAMBLEÍSTA)"
